name,provider,rocket,status,launch_time,pad,mission_type,year,month,day,day_of_week,hour,provider_id,rocket_id,mission_type_id,pad_id
Sputnik 8K71PS | Sputnik-1,RVSN USSR,Sputnik 8K71PS,Launch Successful,1957-10-04 19:28:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1957,10,4,Friday,19,40,282,7,83
Thor DM-21 Agena-B | Discoverer 26,US Air Force,Thor DM-21 Agena-B,Launch Successful,1961-07-07 23:29:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1961,7,7,Friday,23,48,292,7,59
Thor DM-19 Delta | TIROS-3,US Air Force,Thor DM-19 Delta,Launch Successful,1961-07-12 10:25:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1961,7,12,Wednesday,10,48,291,7,57
Atlas-LV3 Agena-B | Midas 3,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1961-07-12 15:11:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Unknown,1961,7,12,Wednesday,15,17,59,7,67
Mercury-Redstone | Liberty Bell 7 (MR-4),NASA,Mercury-Redstone,Launch Successful,1961-07-21 12:36:00+00:00,"LC-5, Cape Canaveral AFS, Florida, USA",Unknown,1961,7,21,Friday,12,35,189,7,36
Thor DM-21 Agena-B | Discoverer 27,US Air Force,Thor DM-21 Agena-B,Launch Failure,1961-07-21 22:35:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1961,7,21,Friday,22,48,292,7,60
Thor DM-21 Agena-B | Discoverer 28,US Air Force,Thor DM-21 Agena-B,Launch Failure,1961-08-04 00:01:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1961,8,4,Friday,0,48,292,7,62
Vostok | Vostok 2,RVSN USSR,Vostok,Launch Successful,1961-08-06 06:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1961,8,6,Sunday,6,40,331,7,83
Thor DM-19 Delta | Explorer 12,US Air Force,Thor DM-19 Delta,Launch Successful,1961-08-16 03:21:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1961,8,16,Wednesday,3,48,291,7,57
Atlas-LV3 Agena-B | Ranger 1,General Dynamics,Atlas-LV3 Agena-B,Launch Failure,1961-08-23 10:04:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Unknown,1961,8,23,Wednesday,10,17,59,7,22
Scout X-1 | Explorer 13,NASA,Scout X-1,Partial Failure,1961-08-25 18:29:00+00:00,"LA-3, Wallops Flight Facility, Virginia, USA",Unknown,1961,8,25,Friday,18,35,247,7,15
Thor DM-21 Agena-B | Discoverer 29,US Air Force,Thor DM-21 Agena-B,Launch Successful,1961-08-30 20:00:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1961,8,30,Wednesday,20,48,292,7,60
Atlas-LV3 Agena-B | Samos 3,General Dynamics,Atlas-LV3 Agena-B,Launch Failure,1961-09-09 19:28:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1961,9,9,Saturday,19,17,59,7,68
Thor DM-21 Agena-B | Discoverer 30,US Air Force,Thor DM-21 Agena-B,Launch Successful,1961-09-12 19:59:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1961,9,12,Tuesday,19,48,292,7,59
Atlas-D Mercury | Mercury-Atlas 4 (MA-4),NASA,Atlas-D Mercury,Launch Successful,1961-09-13 14:04:00+00:00,"LC-14, Cape Canaveral AFS, Florida, USA",Unknown,1961,9,13,Wednesday,14,35,43,7,24
Thor DM-21 Agena-B | Discoverer 31,US Air Force,Thor DM-21 Agena-B,Launch Successful,1961-09-17 21:00:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1961,9,17,Sunday,21,48,292,7,62
Thor DM-21 Agena-B | Discoverer 32,US Air Force,Thor DM-21 Agena-B,Launch Successful,1961-10-13 19:22:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1961,10,13,Friday,19,48,292,7,60
Atlas-LV3 Agena-B | Midas 4,General Dynamics,Atlas-LV3 Agena-B,Partial Failure,1961-10-21 13:53:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Unknown,1961,10,21,Saturday,13,17,59,7,67
Thor DM-21 Agena-B | Discoverer 33,US Air Force,Thor DM-21 Agena-B,Launch Failure,1961-10-23 19:23:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1961,10,23,Monday,19,48,292,7,59
Cosmos-2I (63S1) | DS-1 1,RVSN USSR,Cosmos-2I (63S1),Launch Failure,1961-10-27 16:30:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1961,10,27,Friday,16,40,78,7,47
Blue Scout II | Mercury-Scout 1 (MS-1),NASA,Blue Scout II,Launch Failure,1961-11-01 15:32:00+00:00,"LC-18B, Cape Canaveral AFS, Florida, USA",Unknown,1961,11,1,Wednesday,15,35,74,7,27
Thor DM-21 Agena-B | Discoverer 34,US Air Force,Thor DM-21 Agena-B,Launch Failure,1961-11-05 20:00:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1961,11,5,Sunday,20,48,292,7,62
Thor DM-21 Agena-B | Discoverer 35,US Air Force,Thor DM-21 Agena-B,Launch Successful,1961-11-15 21:23:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1961,11,15,Wednesday,21,48,292,7,60
Thor-DM21 Ablestar | Transit 4B & TRAAC,US Air Force,Thor-DM21 Ablestar,Launch Successful,1961-11-15 22:26:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,1961,11,15,Wednesday,22,48,296,7,58
Atlas-LV3 Agena-B | Ranger 2,General Dynamics,Atlas-LV3 Agena-B,Launch Failure,1961-11-18 08:12:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Unknown,1961,11,18,Saturday,8,17,59,7,22
Atlas-LV3 Agena-B | Samos 4,General Dynamics,Atlas-LV3 Agena-B,Launch Failure,1961-11-22 20:45:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1961,11,22,Wednesday,20,17,59,7,68
Atlas-D Mercury | Mercury-Atlas 5 (MA-5),NASA,Atlas-D Mercury,Launch Successful,1961-11-29 15:08:00+00:00,"LC-14, Cape Canaveral AFS, Florida, USA",Unknown,1961,11,29,Wednesday,15,35,43,7,24
Vostok | Zenit-2 n†­1,RVSN USSR,Vostok,Launch Failure,1961-12-11 09:39:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1961,12,11,Monday,9,40,331,7,83
Thor DM-21 Agena-B | Discoverer 36 & Oscar 1,US Air Force,Thor DM-21 Agena-B,Launch Successful,1961-12-12 20:40:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1961,12,12,Tuesday,20,48,292,7,60
Cosmos-2I (63S1) | DS-1 2,RVSN USSR,Cosmos-2I (63S1),Launch Failure,1961-12-21 12:30:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1961,12,21,Thursday,12,40,78,7,47
Atlas-LV3 Agena-B | Samos 5,General Dynamics,Atlas-LV3 Agena-B,Partial Failure,1961-12-22 19:12:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Unknown,1961,12,22,Friday,19,17,59,7,67
Thor DM-21 Agena-B | Discoverer 37,US Air Force,Thor DM-21 Agena-B,Launch Failure,1962-01-13 21:41:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,1,13,Saturday,21,48,292,7,60
Thor-DM21 Ablestar | LOFTI-2A & Others,US Air Force,Thor-DM21 Ablestar,Launch Failure,1962-01-24 09:30:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,1962,1,24,Wednesday,9,48,296,7,58
Atlas-LV3 Agena-B | Ranger 3,General Dynamics,Atlas-LV3 Agena-B,Partial Failure,1962-01-26 20:30:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Unknown,1962,1,26,Friday,20,17,59,7,22
Thor DM-19 Delta | TIROS-4,US Air Force,Thor DM-19 Delta,Launch Successful,1962-02-08 12:43:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1962,2,8,Thursday,12,48,291,7,57
Atlas-D Mercury | Friendship 7 (MA-6),NASA,Atlas-D Mercury,Launch Successful,1962-02-20 14:47:00+00:00,"LC-14, Cape Canaveral AFS, Florida, USA",Unknown,1962,2,20,Tuesday,14,35,43,7,24
Thor DM-21 Agena-B | FTV 2301,US Air Force,Thor DM-21 Agena-B,Partial Failure,1962-02-21 18:44:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1962,2,21,Wednesday,18,48,292,7,59
Thor DM-21 Agena-B | Discoverer 38,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-02-27 19:39:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,2,27,Tuesday,19,48,292,7,60
Thor DM-19 Delta | OSO-1,US Air Force,Thor DM-19 Delta,Launch Successful,1962-03-07 16:06:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1962,3,7,Wednesday,16,48,291,7,57
Atlas-LV3 Agena-B | Samos 6,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-03-07 22:10:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Unknown,1962,3,7,Wednesday,22,17,59,7,67
Cosmos-2I (63S1) | Cosmos 1,RVSN USSR,Cosmos-2I (63S1),Launch Successful,1962-03-16 11:59:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,3,16,Friday,11,40,78,7,47
Cosmos-2I (63S1) | Cosmos 2,RVSN USSR,Cosmos-2I (63S1),Launch Successful,1962-04-06 17:15:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,4,6,Friday,17,40,78,7,47
Atlas-LV3 Agena-B | Midas 5,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-04-09 15:04:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Unknown,1962,4,9,Monday,15,17,59,7,67
Thor DM-21 Agena-B | Discoverer 39,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-04-18 00:54:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1962,4,18,Wednesday,0,48,292,7,59
Atlas-LV3 Agena-B | Ranger 4,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-04-23 20:50:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Unknown,1962,4,23,Monday,20,17,59,7,22
Cosmos-2I (63S1) | Cosmos 3,RVSN USSR,Cosmos-2I (63S1),Launch Successful,1962-04-24 04:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,4,24,Tuesday,4,40,78,7,47
Vostok | Cosmos 4,RVSN USSR,Vostok,Launch Successful,1962-04-26 10:02:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,4,26,Thursday,10,40,331,7,83
Scout X-2 | Solrad 4B,NASA,Scout X-2,Launch Failure,1962-04-26 10:49:00+00:00,"LA-3, Wallops Flight Facility, Virginia, USA",Unknown,1962,4,26,Thursday,10,35,248,7,15
Thor DM-19 Delta | Ariel 1,US Air Force,Thor DM-19 Delta,Launch Successful,1962-04-26 18:00:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1962,4,26,Thursday,18,48,291,7,57
Atlas-LV3 Agena-B | Samos 7,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-04-26 18:56:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1962,4,26,Thursday,18,17,59,7,68
Thor DM-21 Agena-B | FTV 1125,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-04-29 00:30:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,4,29,Sunday,0,48,292,7,60
Atlas-LV3C Centaur-A | AC-1 (Test Vehicle),General Dynamics,Atlas-LV3C Centaur-A,Launch Failure,1962-05-08 19:49:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1962,5,8,Tuesday,19,17,61,7,64
Thor-DM21 Ablestar | ANNA 1A,US Air Force,Thor-DM21 Ablestar,Launch Failure,1962-05-10 12:06:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,1962,5,10,Thursday,12,48,296,7,58
Thor DM-21 Agena-B | FTV 1126,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-05-15 19:36:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1962,5,15,Tuesday,19,48,292,7,59
Atlas-D Mercury | Aurora 7 (MA-7),NASA,Atlas-D Mercury,Launch Successful,1962-05-24 12:45:00+00:00,"LC-14, Cape Canaveral AFS, Florida, USA",Unknown,1962,5,24,Thursday,12,35,43,7,24
Cosmos-2I (63S1) | Cosmos 5,RVSN USSR,Cosmos-2I (63S1),Launch Successful,1962-05-28 03:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,5,28,Monday,3,40,78,7,47
Thor DM-21 Agena-B | FTV 1128,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-05-30 01:00:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1962,5,30,Wednesday,1,48,292,7,62
Vostok-2 | Zenit-2 n†­3,RVSN USSR,Vostok-2,Launch Failure,1962-06-01 09:37:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,6,1,Friday,9,40,332,7,83
Thor-DM18 Agena-A | FTV 1127 & Oscar 2,US Air Force,Thor-DM18 Agena-A,Launch Successful,1962-06-02 00:31:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,6,2,Saturday,0,48,295,7,60
Atlas-LV3 Agena-B | Samos 8,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-06-17 18:14:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1962,6,17,Sunday,18,17,59,7,68
Thor DM-21 Agena-B | FTV 2312,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-06-18 20:20:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1962,6,18,Monday,20,48,292,7,59
Thor DM-19 Delta | TIROS-5,US Air Force,Thor DM-19 Delta,Launch Successful,1962-06-19 12:19:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1962,6,19,Tuesday,12,48,291,7,57
Thor DM-21 Agena-B | FTV 1129,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-06-23 00:30:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,6,23,Saturday,0,48,292,7,60
Thor DM-21 Agena-D | FTV 1151,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-06-28 01:09:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1962,6,28,Thursday,1,48,293,7,62
Cosmos-2I (63S1) | Cosmos 6,RVSN USSR,Cosmos-2I (63S1),Launch Successful,1962-06-30 16:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,6,30,Saturday,16,40,78,7,47
Thor DM-19 Delta | Telstar 1,US Air Force,Thor DM-19 Delta,Launch Successful,1962-07-10 08:35:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,1962,7,10,Tuesday,8,48,291,7,58
Atlas-LV3 Agena-B | Samos 9,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-07-18 20:15:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1962,7,18,Wednesday,20,17,59,7,68
Thor DM-21 Agena-B | FTV 1130,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-07-21 00:56:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1962,7,21,Saturday,0,48,292,7,59
Atlas-LV3 Agena-B | Mariner 1,General Dynamics,Atlas-LV3 Agena-B,Launch Failure,1962-07-22 09:21:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Unknown,1962,7,22,Sunday,9,17,59,7,22
Thor DM-21 Agena-B | FTV 1131,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-07-28 00:30:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,7,28,Saturday,0,48,292,7,60
Vostok-2 | Cosmos 7,RVSN USSR,Vostok-2,Launch Successful,1962-07-28 09:18:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,7,28,Saturday,9,40,332,7,83
Thor DM-21 Agena-D | FTV 1152,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-08-02 00:17:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1962,8,2,Thursday,0,48,293,7,62
Atlas-LV3 Agena-B | Samos 10,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-08-05 17:59:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1962,8,5,Sunday,17,17,59,7,68
Vostok | Vostok 3,RVSN USSR,Vostok,Launch Successful,1962-08-11 08:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,8,11,Saturday,8,40,331,7,83
Vostok | Vostok 4,RVSN USSR,Vostok,Launch Successful,1962-08-12 08:02:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,8,12,Sunday,8,40,331,7,83
Cosmos-2I (63S1) | Cosmos 8,RVSN USSR,Cosmos-2I (63S1),Launch Successful,1962-08-18 15:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,8,18,Saturday,15,40,78,7,47
Scout X-2M | DSAP-1 F2 (Program 35),US Air Force,Scout X-2M,Launch Successful,1962-08-23 11:44:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Unknown,1962,8,23,Thursday,11,48,250,7,74
Molniya | 2MV-1 n†­1 (Venera 2),RVSN USSR,Molniya,Launch Failure,1962-08-25 02:56:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,8,25,Saturday,2,40,194,7,83
Atlas-LV3 Agena-B | Mariner 2,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-08-27 06:53:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Unknown,1962,8,27,Monday,6,17,59,7,22
Thor DM-21 Agena-D | FTV 1153,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-08-29 01:00:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Unknown,1962,8,29,Wednesday,1,48,293,7,63
Molniya | 2MV-1 n†­2 (Venera 2),RVSN USSR,Molniya,Launch Failure,1962-09-01 02:12:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,9,1,Saturday,2,40,194,7,83
Thor DM-21 Agena-B | FTV 1132,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-09-01 20:39:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1962,9,1,Saturday,20,48,292,7,59
Molniya | 2MV-2 n†­1 (Venera 2),RVSN USSR,Molniya,Launch Failure,1962-09-12 00:59:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,9,12,Wednesday,0,40,194,7,83
Thor DM-21 Agena-B | FTV 1133 & ERS-2,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-09-17 23:46:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,9,17,Monday,23,48,292,7,60
Thor DM-19 Delta | TIROS-6,US Air Force,Thor DM-19 Delta,Launch Successful,1962-09-18 08:53:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1962,9,18,Tuesday,8,48,291,7,57
Vostok-2 | Cosmos 9,RVSN USSR,Vostok-2,Launch Successful,1962-09-27 09:40:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,9,27,Thursday,9,40,332,7,83
Thor DM-21 Agena-B | Alouette 1 & TAVE,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-09-29 06:05:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1962,9,29,Saturday,6,48,292,7,62
Thor DM-21 Agena-D | FTV 1154,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-09-29 23:34:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Unknown,1962,9,29,Saturday,23,48,293,7,63
Delta A | Explorer 14,US Air Force,Delta A,Launch Successful,1962-10-02 22:11:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,1962,10,2,Tuesday,22,48,85,7,58
Atlas-D Mercury | Sigma 7 (MA-8),NASA,Atlas-D Mercury,Launch Successful,1962-10-03 09:13:00+00:00,"LC-14, Cape Canaveral AFS, Florida, USA",Unknown,1962,10,3,Wednesday,9,35,43,7,24
Thor DM-21 Agena-B | FTV 1134,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-10-09 18:35:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,10,9,Tuesday,18,48,292,7,60
Vostok-2 | Cosmos 10,RVSN USSR,Vostok-2,Launch Successful,1962-10-17 09:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,10,17,Wednesday,9,40,332,7,83
Atlas-LV3 Agena-B | Ranger 5,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-10-18 16:59:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Unknown,1962,10,18,Thursday,16,17,59,7,22
Cosmos-2I (63S1) | Cosmos 11,RVSN USSR,Cosmos-2I (63S1),Launch Successful,1962-10-20 04:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,10,20,Saturday,4,40,78,7,47
Molniya | 2MV-4 n†­1 (Mars 1),RVSN USSR,Molniya,Launch Failure,1962-10-24 17:55:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,10,24,Wednesday,17,40,194,7,83
Cosmos-2I (63S1) | 1MS #2,RVSN USSR,Cosmos-2I (63S1),Launch Failure,1962-10-25 07:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1962,10,25,Thursday,7,40,78,7,47
Thor DM-21 Agena-D | STARAD,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-10-26 16:14:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Unknown,1962,10,26,Friday,16,48,293,7,63
Delta A | Explorer 15,US Air Force,Delta A,Launch Successful,1962-10-27 23:15:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,1962,10,27,Saturday,23,48,85,7,58
Thor-DM21 Ablestar | ANNA 1B,US Air Force,Thor-DM21 Ablestar,Launch Successful,1962-10-31 08:08:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1962,10,31,Wednesday,8,48,296,7,57
Molniya | Mars 1,RVSN USSR,Molniya,Launch Successful,1962-11-01 16:14:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,11,1,Thursday,16,40,194,7,83
Molniya | 2MV-3 n†­1 (Mars 2),RVSN USSR,Molniya,Launch Failure,1962-11-04 15:35:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,11,4,Sunday,15,40,194,7,83
Thor DM-21 Agena-B | FTV 1136,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-11-05 22:04:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,11,5,Monday,22,48,292,7,60
Atlas-LV3 Agena-B | Samos 11,General Dynamics,Atlas-LV3 Agena-B,Launch Successful,1962-11-11 20:17:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1962,11,11,Sunday,20,17,59,7,68
Thor DM-21 Agena-B | FTV 1135,US Air Force,Thor DM-21 Agena-B,Launch Successful,1962-11-24 22:01:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Unknown,1962,11,24,Saturday,22,48,292,7,60
Thor DM-21 Agena-D | FTV 1155,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-12-04 21:30:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1962,12,4,Tuesday,21,48,293,7,62
Thor DM-21 Agena-D | Injun 3 & Others,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-12-13 04:07:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Unknown,1962,12,13,Thursday,4,48,293,7,62
Delta B | Relay 1,US Air Force,Delta B,Launch Successful,1962-12-13 23:30:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,1962,12,13,Thursday,23,48,86,7,57
Thor DM-21 Agena-D | FTV 1156,US Air Force,Thor DM-21 Agena-D,Launch Successful,1962-12-14 21:26:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Unknown,1962,12,14,Friday,21,48,293,7,59
Scout X-3 | Explorer 16 (S-55B),NASA,Scout X-3,Launch Successful,1962-12-16 14:33:00+00:00,"LA-3, Wallops Flight Facility, Virginia, USA",Unknown,1962,12,16,Sunday,14,35,251,7,15
Atlas-LV3 Agena-B | Midas 6,General Dynamics,Atlas-LV3 Agena-B,Launch Failure,1962-12-17 20:36:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Unknown,1962,12,17,Monday,20,17,59,7,67
Scout X-3 | Transit-5A 1,US Air Force,Scout X-3,Launch Successful,1962-12-19 01:25:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Unknown,1962,12,19,Wednesday,1,48,251,7,74
Vostok-2 | Cosmos 12,RVSN USSR,Vostok-2,Launch Successful,1962-12-22 09:24:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1962,12,22,Saturday,9,40,332,7,83
Molniya | E-6 n†­1 (Luna 4),RVSN USSR,Molniya,Launch Failure,1963-01-04 08:49:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1963,1,4,Friday,8,40,194,7,83
Molniya | E-6 n†­2 (Luna 4),RVSN USSR,Molniya,Launch Failure,1963-02-03 09:29:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1963,2,3,Sunday,9,40,194,7,83
Scout X-3M | DSAP-1 F3 (Program 35),US Air Force,Scout X-3M,Launch Successful,1963-02-19 16:33:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Unknown,1963,2,19,Tuesday,16,48,252,7,74
Vostok-2 | Cosmos 13,RVSN USSR,Vostok-2,Launch Successful,1963-03-21 08:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1963,3,21,Thursday,8,40,332,7,83
Molniya | Luna 4,RVSN USSR,Molniya,Launch Successful,1963-04-02 08:04:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1963,4,2,Tuesday,8,40,194,7,83
Scout X-3 | Transit-5A 2,US Air Force,Scout X-3,Launch Failure,1963-04-05 03:01:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Unknown,1963,4,5,Friday,3,48,251,7,74
Cosmos-2I (63S1) | DS-P1 #2,RVSN USSR,Cosmos-2I (63S1),Launch Failure,1963-04-06 03:01:00+00:00,"Mayak-2, Kapustin Yar, Russia",Unknown,1963,4,6,Saturday,3,40,78,7,47
